"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IDN","LIFEEXP","TOT","YR","A","1994",63.9,
"IDN","LIFEEXP","TOT","YR","A","1995",64.3,
"IDN","LIFEEXP","TOT","YR","A","1996",64.6,
"IDN","LIFEEXP","TOT","YR","A","1997",65,
"IDN","LIFEEXP","TOT","YR","A","1998",65.2,
"IDN","LIFEEXP","TOT","YR","A","1999",65.5,
"IDN","LIFEEXP","TOT","YR","A","2000",65.8,
"IDN","LIFEEXP","TOT","YR","A","2001",66,
"IDN","LIFEEXP","TOT","YR","A","2002",66.3,
"IDN","LIFEEXP","TOT","YR","A","2003",66.6,
"IDN","LIFEEXP","TOT","YR","A","2004",67,
"IDN","LIFEEXP","TOT","YR","A","2005",67.3,
"IDN","LIFEEXP","TOT","YR","A","2006",67.7,
"IDN","LIFEEXP","TOT","YR","A","2007",68.1,
"IDN","LIFEEXP","TOT","YR","A","2008",68.5,
"IDN","LIFEEXP","TOT","YR","A","2009",68.9,
"IDN","LIFEEXP","TOT","YR","A","2010",69.2,
"IDN","LIFEEXP","TOT","YR","A","2011",69.5,
"IDN","LIFEEXP","TOT","YR","A","2012",69.9,
"IDN","LIFEEXP","TOT","YR","A","2013",70.2,
"IDN","LIFEEXP","TOT","YR","A","2014",70.5,
"IDN","LIFEEXP","TOT","YR","A","2015",70.8,
"IDN","LIFEEXP","TOT","YR","A","2016",71,
"IDN","LIFEEXP","TOT","YR","A","2017",71.3,
"IDN","LIFEEXP","TOT","YR","A","2018",71.5,
"IDN","LIFEEXP","TOT","YR","A","2019",71.7,
"IDN","LIFEEXP","TOT","YR","A","2020",71.9,
"ISR","LIFEEXP","TOT","YR","A","1971",71.8,"E"
"ISR","LIFEEXP","TOT","YR","A","1972",71.5,"E"
"ISR","LIFEEXP","TOT","YR","A","1973",71.7,"E"
"ISR","LIFEEXP","TOT","YR","A","1974",71.7,"E"
"ISR","LIFEEXP","TOT","YR","A","1975",72.1,"E"
"ISR","LIFEEXP","TOT","YR","A","1976",73,"E"
"ISR","LIFEEXP","TOT","YR","A","1977",73,"E"
"ISR","LIFEEXP","TOT","YR","A","1978",73.3,"E"
"ISR","LIFEEXP","TOT","YR","A","1979",73.6,"E"
"ISR","LIFEEXP","TOT","YR","A","1980",73.9,"E"
"ISR","LIFEEXP","TOT","YR","A","1981",74.3,"E"
"ISR","LIFEEXP","TOT","YR","A","1982",74.2,"E"
"ISR","LIFEEXP","TOT","YR","A","1983",74.5,"E"
"ISR","LIFEEXP","TOT","YR","A","1984",75,"B"
"ISR","LIFEEXP","TOT","YR","A","1985",75.4,
"ISR","LIFEEXP","TOT","YR","A","1986",75.1,
"ISR","LIFEEXP","TOT","YR","A","1987",75.4,
"ISR","LIFEEXP","TOT","YR","A","1988",75.6,
"ISR","LIFEEXP","TOT","YR","A","1989",76.2,
"ISR","LIFEEXP","TOT","YR","A","1990",76.7,
"ISR","LIFEEXP","TOT","YR","A","1991",76.8,
"ISR","LIFEEXP","TOT","YR","A","1992",76.6,
"ISR","LIFEEXP","TOT","YR","A","1993",77.2,
"ISR","LIFEEXP","TOT","YR","A","1994",77.4,
"ISR","LIFEEXP","TOT","YR","A","1995",77.4,
"ISR","LIFEEXP","TOT","YR","A","1996",78.1,
"ISR","LIFEEXP","TOT","YR","A","1997",78.1,
"ISR","LIFEEXP","TOT","YR","A","1998",78.2,
"ISR","LIFEEXP","TOT","YR","A","1999",78.5,
"ISR","LIFEEXP","TOT","YR","A","2000",78.8,
"ISR","LIFEEXP","TOT","YR","A","2001",79.3,
"ISR","LIFEEXP","TOT","YR","A","2002",79.6,
"ISR","LIFEEXP","TOT","YR","A","2003",79.8,
"ISR","LIFEEXP","TOT","YR","A","2004",80.3,
"ISR","LIFEEXP","TOT","YR","A","2005",80.3,
"ISR","LIFEEXP","TOT","YR","A","2006",80.7,
"ISR","LIFEEXP","TOT","YR","A","2007",80.7,
"ISR","LIFEEXP","TOT","YR","A","2008",81.1,
"ISR","LIFEEXP","TOT","YR","A","2009",81.5,"B"
"ISR","LIFEEXP","TOT","YR","A","2010",81.7,
"ISR","LIFEEXP","TOT","YR","A","2011",81.8,
"ISR","LIFEEXP","TOT","YR","A","2012",81.8,
"ISR","LIFEEXP","TOT","YR","A","2013",82.1,
"ISR","LIFEEXP","TOT","YR","A","2014",82.2,
"ISR","LIFEEXP","TOT","YR","A","2015",82.2,
"ISR","LIFEEXP","TOT","YR","A","2016",82.5,
"ISR","LIFEEXP","TOT","YR","A","2017",82.7,
"ISR","LIFEEXP","TOT","YR","A","2018",82.9,
"ISR","LIFEEXP","TOT","YR","A","2019",82.9,
"ISR","LIFEEXP","TOT","YR","A","2020",82.7,
"ISR","LIFEEXP","TOT","YR","A","2021",82.6,
"RUS","LIFEEXP","TOT","YR","A","1970",68.3,
"RUS","LIFEEXP","TOT","YR","A","1971",68.5,
"RUS","LIFEEXP","TOT","YR","A","1972",68.4,
"RUS","LIFEEXP","TOT","YR","A","1973",68.4,
"RUS","LIFEEXP","TOT","YR","A","1974",68.5,
"RUS","LIFEEXP","TOT","YR","A","1975",67.9,
"RUS","LIFEEXP","TOT","YR","A","1976",67.6,
"RUS","LIFEEXP","TOT","YR","A","1977",67.5,
"RUS","LIFEEXP","TOT","YR","A","1978",67.5,
"RUS","LIFEEXP","TOT","YR","A","1979",67.3,
"RUS","LIFEEXP","TOT","YR","A","1980",67.2,
"RUS","LIFEEXP","TOT","YR","A","1981",67.4,
"RUS","LIFEEXP","TOT","YR","A","1982",67.9,
"RUS","LIFEEXP","TOT","YR","A","1983",67.8,
"RUS","LIFEEXP","TOT","YR","A","1984",67.3,
"RUS","LIFEEXP","TOT","YR","A","1985",68,
"RUS","LIFEEXP","TOT","YR","A","1986",69.5,
"RUS","LIFEEXP","TOT","YR","A","1987",69.6,
"RUS","LIFEEXP","TOT","YR","A","1988",69.6,
"RUS","LIFEEXP","TOT","YR","A","1989",69.3,
"RUS","LIFEEXP","TOT","YR","A","1990",69,
"RUS","LIFEEXP","TOT","YR","A","1991",68.8,
"RUS","LIFEEXP","TOT","YR","A","1992",67.8,
"RUS","LIFEEXP","TOT","YR","A","1993",65.3,
"RUS","LIFEEXP","TOT","YR","A","1994",64.3,
"RUS","LIFEEXP","TOT","YR","A","1995",64.9,
"RUS","LIFEEXP","TOT","YR","A","1996",66,
"RUS","LIFEEXP","TOT","YR","A","1997",66.8,
"RUS","LIFEEXP","TOT","YR","A","1998",67.2,
"RUS","LIFEEXP","TOT","YR","A","1999",66.1,
"RUS","LIFEEXP","TOT","YR","A","2000",65.6,
"RUS","LIFEEXP","TOT","YR","A","2001",65.5,
"RUS","LIFEEXP","TOT","YR","A","2002",65.3,
"RUS","LIFEEXP","TOT","YR","A","2003",65.2,
"RUS","LIFEEXP","TOT","YR","A","2004",65.6,
"RUS","LIFEEXP","TOT","YR","A","2005",65.7,
"RUS","LIFEEXP","TOT","YR","A","2006",66.9,
"RUS","LIFEEXP","TOT","YR","A","2007",67.7,
"RUS","LIFEEXP","TOT","YR","A","2008",68.1,
"RUS","LIFEEXP","TOT","YR","A","2009",68.8,
"RUS","LIFEEXP","TOT","YR","A","2010",69,
"RUS","LIFEEXP","TOT","YR","A","2011",69.8,
"RUS","LIFEEXP","TOT","YR","A","2012",70.2,
"RUS","LIFEEXP","TOT","YR","A","2013",70.7,
"RUS","LIFEEXP","TOT","YR","A","2014",70.9,"B"
"RUS","LIFEEXP","TOT","YR","A","2015",71.3,
"RUS","LIFEEXP","TOT","YR","A","2016",71.8,
"RUS","LIFEEXP","TOT","YR","A","2017",72.6,
"RUS","LIFEEXP","TOT","YR","A","2018",72.8,
"RUS","LIFEEXP","TOT","YR","A","2019",73.2,
"SVN","LIFEEXP","TOT","YR","A","1970",68.7,
"SVN","LIFEEXP","TOT","YR","A","1982",71.2,
"SVN","LIFEEXP","TOT","YR","A","1983",71,
"SVN","LIFEEXP","TOT","YR","A","1984",71.4,
"SVN","LIFEEXP","TOT","YR","A","1985",71.9,
"SVN","LIFEEXP","TOT","YR","A","1986",72.5,
"SVN","LIFEEXP","TOT","YR","A","1987",72.4,
"SVN","LIFEEXP","TOT","YR","A","1988",73.1,
"SVN","LIFEEXP","TOT","YR","A","1989",73.5,
"SVN","LIFEEXP","TOT","YR","A","1990",73.9,
"SVN","LIFEEXP","TOT","YR","A","1991",73.6,
"SVN","LIFEEXP","TOT","YR","A","1992",73.7,
"SVN","LIFEEXP","TOT","YR","A","1993",73.6,
"SVN","LIFEEXP","TOT","YR","A","1994",74,
"SVN","LIFEEXP","TOT","YR","A","1995",74.7,
"SVN","LIFEEXP","TOT","YR","A","1996",75.2,
"SVN","LIFEEXP","TOT","YR","A","1997",75.2,
"SVN","LIFEEXP","TOT","YR","A","1998",75.3,
"SVN","LIFEEXP","TOT","YR","A","1999",75.7,
"SVN","LIFEEXP","TOT","YR","A","2000",76.2,
"SVN","LIFEEXP","TOT","YR","A","2001",76.4,
"SVN","LIFEEXP","TOT","YR","A","2002",76.6,
"SVN","LIFEEXP","TOT","YR","A","2003",76.4,
"SVN","LIFEEXP","TOT","YR","A","2004",77.2,
"SVN","LIFEEXP","TOT","YR","A","2005",77.5,
"SVN","LIFEEXP","TOT","YR","A","2006",78.3,
"SVN","LIFEEXP","TOT","YR","A","2007",78.4,
"SVN","LIFEEXP","TOT","YR","A","2008",79.1,"B"
"SVN","LIFEEXP","TOT","YR","A","2009",79.4,
"SVN","LIFEEXP","TOT","YR","A","2010",79.8,
"SVN","LIFEEXP","TOT","YR","A","2011",80.1,
"SVN","LIFEEXP","TOT","YR","A","2012",80.3,
"SVN","LIFEEXP","TOT","YR","A","2013",80.5,
"SVN","LIFEEXP","TOT","YR","A","2014",81.2,
"SVN","LIFEEXP","TOT","YR","A","2015",80.9,
"SVN","LIFEEXP","TOT","YR","A","2016",81.2,
"SVN","LIFEEXP","TOT","YR","A","2017",81.2,
"SVN","LIFEEXP","TOT","YR","A","2018",81.5,
"SVN","LIFEEXP","TOT","YR","A","2019",81.6,
"SVN","LIFEEXP","TOT","YR","A","2020",80.6,
"SVN","LIFEEXP","TOT","YR","A","2021",80.9,
"ZAF","LIFEEXP","TOT","YR","A","1970",52.6,
"ZAF","LIFEEXP","TOT","YR","A","1971",53.2,
"ZAF","LIFEEXP","TOT","YR","A","1972",53.7,
"ZAF","LIFEEXP","TOT","YR","A","1973",54.3,
"ZAF","LIFEEXP","TOT","YR","A","1974",54.9,
"ZAF","LIFEEXP","TOT","YR","A","1975",55.4,
"ZAF","LIFEEXP","TOT","YR","A","1976",56,
"ZAF","LIFEEXP","TOT","YR","A","1977",56.5,
"ZAF","LIFEEXP","TOT","YR","A","1978",57.1,
"ZAF","LIFEEXP","TOT","YR","A","1979",57.6,
"ZAF","LIFEEXP","TOT","YR","A","1980",58.1,
"ZAF","LIFEEXP","TOT","YR","A","1981",58.6,
"ZAF","LIFEEXP","TOT","YR","A","1982",59.2,
"ZAF","LIFEEXP","TOT","YR","A","1983",59.8,
"ZAF","LIFEEXP","TOT","YR","A","1984",60.4,
"ZAF","LIFEEXP","TOT","YR","A","1985",61,
"ZAF","LIFEEXP","TOT","YR","A","1986",61.5,
"ZAF","LIFEEXP","TOT","YR","A","1987",62.1,
"ZAF","LIFEEXP","TOT","YR","A","1988",62.6,
"ZAF","LIFEEXP","TOT","YR","A","1989",63,
"ZAF","LIFEEXP","TOT","YR","A","1990",63.3,
"ZAF","LIFEEXP","TOT","YR","A","1991",63.4,
"ZAF","LIFEEXP","TOT","YR","A","1992",63.3,
"ZAF","LIFEEXP","TOT","YR","A","1993",62.9,
"ZAF","LIFEEXP","TOT","YR","A","1994",62.3,
"ZAF","LIFEEXP","TOT","YR","A","1995",61.6,
"ZAF","LIFEEXP","TOT","YR","A","1996",60.6,
"ZAF","LIFEEXP","TOT","YR","A","1997",59.5,
"ZAF","LIFEEXP","TOT","YR","A","1998",58.3,
"ZAF","LIFEEXP","TOT","YR","A","1999",57.1,
"ZAF","LIFEEXP","TOT","YR","A","2000",56.1,
"ZAF","LIFEEXP","TOT","YR","A","2001",55.1,
"ZAF","LIFEEXP","TOT","YR","A","2002",54.3,
"ZAF","LIFEEXP","TOT","YR","A","2003",53.8,
"ZAF","LIFEEXP","TOT","YR","A","2004",53.4,
"ZAF","LIFEEXP","TOT","YR","A","2005",53.5,
"ZAF","LIFEEXP","TOT","YR","A","2006",53.8,
"ZAF","LIFEEXP","TOT","YR","A","2007",54.5,
"ZAF","LIFEEXP","TOT","YR","A","2008",55.4,
"ZAF","LIFEEXP","TOT","YR","A","2009",56.5,
"ZAF","LIFEEXP","TOT","YR","A","2010",57.7,
"ZAF","LIFEEXP","TOT","YR","A","2011",58.9,
"ZAF","LIFEEXP","TOT","YR","A","2012",60.1,
"ZAF","LIFEEXP","TOT","YR","A","2013",61.1,
"ZAF","LIFEEXP","TOT","YR","A","2014",62,
"ZAF","LIFEEXP","TOT","YR","A","2015",62.7,
"ZAF","LIFEEXP","TOT","YR","A","2016",63.2,
"ZAF","LIFEEXP","TOT","YR","A","2017",63.5,
"ZAF","LIFEEXP","TOT","YR","A","2018",63.9,
"ZAF","LIFEEXP","TOT","YR","A","2019",64.1,
"ZAF","LIFEEXP","TOT","YR","A","2020",64.4,
"COL","LIFEEXP","TOT","YR","A","1970",59.5,
"COL","LIFEEXP","TOT","YR","A","1971",59.9,
"COL","LIFEEXP","TOT","YR","A","1972",60.3,
"COL","LIFEEXP","TOT","YR","A","1973",60.7,
"COL","LIFEEXP","TOT","YR","A","1974",61.1,
"COL","LIFEEXP","TOT","YR","A","1975",61.5,
"COL","LIFEEXP","TOT","YR","A","1976",62,
"COL","LIFEEXP","TOT","YR","A","1977",62.5,
"COL","LIFEEXP","TOT","YR","A","1978",63,
"COL","LIFEEXP","TOT","YR","A","1979",63.5,
"COL","LIFEEXP","TOT","YR","A","1980",64,
"COL","LIFEEXP","TOT","YR","A","1981",64.5,
"COL","LIFEEXP","TOT","YR","A","1982",65,
"COL","LIFEEXP","TOT","YR","A","1983",65.5,
"COL","LIFEEXP","TOT","YR","A","1984",65.9,
"COL","LIFEEXP","TOT","YR","A","1985",66.4,
"COL","LIFEEXP","TOT","YR","A","1986",66.6,
"COL","LIFEEXP","TOT","YR","A","1987",66.8,
"COL","LIFEEXP","TOT","YR","A","1988",66.9,
"COL","LIFEEXP","TOT","YR","A","1989",67.1,
"COL","LIFEEXP","TOT","YR","A","1990",67.2,
"COL","LIFEEXP","TOT","YR","A","1991",67.4,
"COL","LIFEEXP","TOT","YR","A","1992",67.5,
"COL","LIFEEXP","TOT","YR","A","1993",67.6,
"COL","LIFEEXP","TOT","YR","A","1994",68.1,
"COL","LIFEEXP","TOT","YR","A","1995",68.6,
"COL","LIFEEXP","TOT","YR","A","1996",69.1,
"COL","LIFEEXP","TOT","YR","A","1997",69.6,
"COL","LIFEEXP","TOT","YR","A","1998",70.1,
"COL","LIFEEXP","TOT","YR","A","1999",70.5,
"COL","LIFEEXP","TOT","YR","A","2000",71,
"COL","LIFEEXP","TOT","YR","A","2001",71.4,
"COL","LIFEEXP","TOT","YR","A","2002",71.8,
"COL","LIFEEXP","TOT","YR","A","2003",72.2,
"COL","LIFEEXP","TOT","YR","A","2004",72.6,
"COL","LIFEEXP","TOT","YR","A","2005",73,
"COL","LIFEEXP","TOT","YR","A","2006",73.3,
"COL","LIFEEXP","TOT","YR","A","2007",73.5,
"COL","LIFEEXP","TOT","YR","A","2008",73.8,
"COL","LIFEEXP","TOT","YR","A","2009",74,
"COL","LIFEEXP","TOT","YR","A","2010",74.3,
"COL","LIFEEXP","TOT","YR","A","2011",74.5,
"COL","LIFEEXP","TOT","YR","A","2012",74.7,
"COL","LIFEEXP","TOT","YR","A","2013",75,
"COL","LIFEEXP","TOT","YR","A","2014",75.2,
"COL","LIFEEXP","TOT","YR","A","2015",75.4,
"COL","LIFEEXP","TOT","YR","A","2016",75.7,
"COL","LIFEEXP","TOT","YR","A","2017",75.9,
"COL","LIFEEXP","TOT","YR","A","2018",76.5,
"COL","LIFEEXP","TOT","YR","A","2019",76.6,
"COL","LIFEEXP","TOT","YR","A","2020",76.7,
"COL","LIFEEXP","TOT","YR","A","2021",76.8,
"LVA","LIFEEXP","TOT","YR","A","2002",70.2,
"LVA","LIFEEXP","TOT","YR","A","2003",70.6,
"LVA","LIFEEXP","TOT","YR","A","2004",70.9,
"LVA","LIFEEXP","TOT","YR","A","2005",70.6,
"LVA","LIFEEXP","TOT","YR","A","2006",70.6,
"LVA","LIFEEXP","TOT","YR","A","2007",70.8,
"LVA","LIFEEXP","TOT","YR","A","2008",72.1,
"LVA","LIFEEXP","TOT","YR","A","2009",72.8,
"LVA","LIFEEXP","TOT","YR","A","2010",73.1,
"LVA","LIFEEXP","TOT","YR","A","2011",73.9,
"LVA","LIFEEXP","TOT","YR","A","2012",74.1,
"LVA","LIFEEXP","TOT","YR","A","2013",74.3,
"LVA","LIFEEXP","TOT","YR","A","2014",74.5,
"LVA","LIFEEXP","TOT","YR","A","2015",74.8,
"LVA","LIFEEXP","TOT","YR","A","2016",74.9,
"LVA","LIFEEXP","TOT","YR","A","2017",74.9,
"LVA","LIFEEXP","TOT","YR","A","2018",75.1,
"LVA","LIFEEXP","TOT","YR","A","2019",75.7,
"LVA","LIFEEXP","TOT","YR","A","2020",75.5,
"LVA","LIFEEXP","TOT","YR","A","2021",73.4,
"LTU","LIFEEXP","TOT","YR","A","1970",71.1,
"LTU","LIFEEXP","TOT","YR","A","1971",72,
"LTU","LIFEEXP","TOT","YR","A","1972",71.3,
"LTU","LIFEEXP","TOT","YR","A","1973",71.6,
"LTU","LIFEEXP","TOT","YR","A","1974",71.6,
"LTU","LIFEEXP","TOT","YR","A","1975",71.1,
"LTU","LIFEEXP","TOT","YR","A","1976",71.1,
"LTU","LIFEEXP","TOT","YR","A","1977",71,
"LTU","LIFEEXP","TOT","YR","A","1978",70.7,
"LTU","LIFEEXP","TOT","YR","A","1979",70.6,
"LTU","LIFEEXP","TOT","YR","A","1980",70.5,
"LTU","LIFEEXP","TOT","YR","A","1981",70.5,
"LTU","LIFEEXP","TOT","YR","A","1982",70.9,
"LTU","LIFEEXP","TOT","YR","A","1983",70.8,
"LTU","LIFEEXP","TOT","YR","A","1984",70.3,
"LTU","LIFEEXP","TOT","YR","A","1985",70.6,
"LTU","LIFEEXP","TOT","YR","A","1986",72.3,
"LTU","LIFEEXP","TOT","YR","A","1987",72.2,
"LTU","LIFEEXP","TOT","YR","A","1988",72,
"LTU","LIFEEXP","TOT","YR","A","1989",71.7,
"LTU","LIFEEXP","TOT","YR","A","1990",71.5,
"LTU","LIFEEXP","TOT","YR","A","1991",70.6,
"LTU","LIFEEXP","TOT","YR","A","1992",70.5,
"LTU","LIFEEXP","TOT","YR","A","1993",69,
"LTU","LIFEEXP","TOT","YR","A","1994",68.6,
"LTU","LIFEEXP","TOT","YR","A","1995",69.1,
"LTU","LIFEEXP","TOT","YR","A","1996",70.3,
"LTU","LIFEEXP","TOT","YR","A","1997",71.1,
"LTU","LIFEEXP","TOT","YR","A","1998",71.4,
"LTU","LIFEEXP","TOT","YR","A","1999",71.8,
"LTU","LIFEEXP","TOT","YR","A","2000",72.1,
"LTU","LIFEEXP","TOT","YR","A","2001",71.6,
"LTU","LIFEEXP","TOT","YR","A","2002",71.8,
"LTU","LIFEEXP","TOT","YR","A","2003",72,
"LTU","LIFEEXP","TOT","YR","A","2004",72,
"LTU","LIFEEXP","TOT","YR","A","2005",71.2,
"LTU","LIFEEXP","TOT","YR","A","2006",71,
"LTU","LIFEEXP","TOT","YR","A","2007",70.7,
"LTU","LIFEEXP","TOT","YR","A","2008",71.7,
"LTU","LIFEEXP","TOT","YR","A","2009",72.9,
"LTU","LIFEEXP","TOT","YR","A","2010",73.3,
"LTU","LIFEEXP","TOT","YR","A","2011",73.7,
"LTU","LIFEEXP","TOT","YR","A","2012",74.1,
"LTU","LIFEEXP","TOT","YR","A","2013",74.1,
"LTU","LIFEEXP","TOT","YR","A","2014",74.7,
"LTU","LIFEEXP","TOT","YR","A","2015",74.6,
"LTU","LIFEEXP","TOT","YR","A","2016",74.9,
"LTU","LIFEEXP","TOT","YR","A","2017",75.8,
"LTU","LIFEEXP","TOT","YR","A","2018",76,
"LTU","LIFEEXP","TOT","YR","A","2019",76.5,
"LTU","LIFEEXP","TOT","YR","A","2020",75.1,
"LTU","LIFEEXP","TOT","YR","A","2021",74.5,
"CRI","LIFEEXP","TOT","YR","A","1970",65.8,
"CRI","LIFEEXP","TOT","YR","A","1971",66.4,
"CRI","LIFEEXP","TOT","YR","A","1972",66.9,
"CRI","LIFEEXP","TOT","YR","A","1973",67.5,
"CRI","LIFEEXP","TOT","YR","A","1974",68.2,
"CRI","LIFEEXP","TOT","YR","A","1975",68.8,
"CRI","LIFEEXP","TOT","YR","A","1976",69.5,
"CRI","LIFEEXP","TOT","YR","A","1977",70.2,
"CRI","LIFEEXP","TOT","YR","A","1978",70.9,
"CRI","LIFEEXP","TOT","YR","A","1979",71.5,
"CRI","LIFEEXP","TOT","YR","A","1980",72.1,
"CRI","LIFEEXP","TOT","YR","A","1981",72.7,
"CRI","LIFEEXP","TOT","YR","A","1982",73.2,
"CRI","LIFEEXP","TOT","YR","A","1983",73.7,
"CRI","LIFEEXP","TOT","YR","A","1984",74.1,
"CRI","LIFEEXP","TOT","YR","A","1985",74.4,
"CRI","LIFEEXP","TOT","YR","A","1986",74.7,
"CRI","LIFEEXP","TOT","YR","A","1987",75,
"CRI","LIFEEXP","TOT","YR","A","1988",75.2,
"CRI","LIFEEXP","TOT","YR","A","1989",75.5,
"CRI","LIFEEXP","TOT","YR","A","1990",75.7,
"CRI","LIFEEXP","TOT","YR","A","1991",75.8,
"CRI","LIFEEXP","TOT","YR","A","1992",76,
"CRI","LIFEEXP","TOT","YR","A","1993",76.2,
"CRI","LIFEEXP","TOT","YR","A","1994",76.4,
"CRI","LIFEEXP","TOT","YR","A","1995",76.6,
"CRI","LIFEEXP","TOT","YR","A","1996",76.8,
"CRI","LIFEEXP","TOT","YR","A","1997",76.9,
"CRI","LIFEEXP","TOT","YR","A","1998",77.1,
"CRI","LIFEEXP","TOT","YR","A","1999",77.3,
"CRI","LIFEEXP","TOT","YR","A","2000",77.8,"B"
"CRI","LIFEEXP","TOT","YR","A","2001",78.1,
"CRI","LIFEEXP","TOT","YR","A","2002",78.3,
"CRI","LIFEEXP","TOT","YR","A","2003",78.5,
"CRI","LIFEEXP","TOT","YR","A","2004",78.6,
"CRI","LIFEEXP","TOT","YR","A","2005",78.8,
"CRI","LIFEEXP","TOT","YR","A","2006",79,
"CRI","LIFEEXP","TOT","YR","A","2007",79.1,
"CRI","LIFEEXP","TOT","YR","A","2008",79.3,
"CRI","LIFEEXP","TOT","YR","A","2009",79.4,
"CRI","LIFEEXP","TOT","YR","A","2010",79.1,
"CRI","LIFEEXP","TOT","YR","A","2011",79.1,
"CRI","LIFEEXP","TOT","YR","A","2012",79.4,
"CRI","LIFEEXP","TOT","YR","A","2013",79.6,
"CRI","LIFEEXP","TOT","YR","A","2014",79.7,
"CRI","LIFEEXP","TOT","YR","A","2015",79.9,
"CRI","LIFEEXP","TOT","YR","A","2016",80,
"CRI","LIFEEXP","TOT","YR","A","2017",80.2,
"CRI","LIFEEXP","TOT","YR","A","2018",80.3,
"CRI","LIFEEXP","TOT","YR","A","2019",80.5,
"CRI","LIFEEXP","TOT","YR","A","2020",80.6,
"CRI","LIFEEXP","TOT","YR","A","2021",80.8,
"ARG","LIFEEXP","TOT","YR","A","1970",66.5,
"ARG","LIFEEXP","TOT","YR","A","1971",66.8,
"ARG","LIFEEXP","TOT","YR","A","1972",67.1,
"ARG","LIFEEXP","TOT","YR","A","1973",67.4,
"ARG","LIFEEXP","TOT","YR","A","1974",67.7,
"ARG","LIFEEXP","TOT","YR","A","1975",68,
"ARG","LIFEEXP","TOT","YR","A","1976",68.3,
"ARG","LIFEEXP","TOT","YR","A","1977",68.6,
"ARG","LIFEEXP","TOT","YR","A","1978",68.9,
"ARG","LIFEEXP","TOT","YR","A","1979",69.2,
"ARG","LIFEEXP","TOT","YR","A","1980",69.5,
"ARG","LIFEEXP","TOT","YR","A","1981",69.8,
"ARG","LIFEEXP","TOT","YR","A","1982",70,
"ARG","LIFEEXP","TOT","YR","A","1983",70.3,
"ARG","LIFEEXP","TOT","YR","A","1984",70.5,
"ARG","LIFEEXP","TOT","YR","A","1985",70.7,
"ARG","LIFEEXP","TOT","YR","A","1986",70.8,
"ARG","LIFEEXP","TOT","YR","A","1987",71,
"ARG","LIFEEXP","TOT","YR","A","1988",71.2,
"ARG","LIFEEXP","TOT","YR","A","1989",71.4,
"ARG","LIFEEXP","TOT","YR","A","1990",71.6,
"ARG","LIFEEXP","TOT","YR","A","1991",71.8,
"ARG","LIFEEXP","TOT","YR","A","1992",72,
"ARG","LIFEEXP","TOT","YR","A","1993",72.3,
"ARG","LIFEEXP","TOT","YR","A","1994",72.5,
"ARG","LIFEEXP","TOT","YR","A","1995",72.7,
"ARG","LIFEEXP","TOT","YR","A","1996",72.8,
"ARG","LIFEEXP","TOT","YR","A","1997",73,
"ARG","LIFEEXP","TOT","YR","A","1998",73.2,
"ARG","LIFEEXP","TOT","YR","A","1999",73.4,
"ARG","LIFEEXP","TOT","YR","A","2000",73.6,
"ARG","LIFEEXP","TOT","YR","A","2001",73.8,
"ARG","LIFEEXP","TOT","YR","A","2002",73.9,
"ARG","LIFEEXP","TOT","YR","A","2003",74.1,
"ARG","LIFEEXP","TOT","YR","A","2004",74.3,
"ARG","LIFEEXP","TOT","YR","A","2005",74.5,
"ARG","LIFEEXP","TOT","YR","A","2006",74.6,
"ARG","LIFEEXP","TOT","YR","A","2007",74.8,
"ARG","LIFEEXP","TOT","YR","A","2008",75,
"ARG","LIFEEXP","TOT","YR","A","2009",75.1,
"ARG","LIFEEXP","TOT","YR","A","2010",75.3,
"ARG","LIFEEXP","TOT","YR","A","2011",75.4,
"ARG","LIFEEXP","TOT","YR","A","2012",75.6,
"ARG","LIFEEXP","TOT","YR","A","2013",75.8,
"ARG","LIFEEXP","TOT","YR","A","2014",75.9,
"ARG","LIFEEXP","TOT","YR","A","2015",76.1,
"ARG","LIFEEXP","TOT","YR","A","2016",76.2,
"ARG","LIFEEXP","TOT","YR","A","2017",76.4,
"ARG","LIFEEXP","TOT","YR","A","2018",76.5,
"ARG","LIFEEXP","TOT","YR","A","2019",76.7,
"ARG","LIFEEXP","TOT","YR","A","2020",76.8,
"BGR","LIFEEXP","TOT","YR","A","1970",71.2,
"BGR","LIFEEXP","TOT","YR","A","1971",70.8,
"BGR","LIFEEXP","TOT","YR","A","1972",70.8,
"BGR","LIFEEXP","TOT","YR","A","1973",71.2,
"BGR","LIFEEXP","TOT","YR","A","1974",71.1,
"BGR","LIFEEXP","TOT","YR","A","1975",71,
"BGR","LIFEEXP","TOT","YR","A","1976",71.3,
"BGR","LIFEEXP","TOT","YR","A","1977",70.7,
"BGR","LIFEEXP","TOT","YR","A","1978",71.1,
"BGR","LIFEEXP","TOT","YR","A","1979",71.2,
"BGR","LIFEEXP","TOT","YR","A","1980",71.1,
"BGR","LIFEEXP","TOT","YR","A","1981",71.5,
"BGR","LIFEEXP","TOT","YR","A","1982",71.1,
"BGR","LIFEEXP","TOT","YR","A","1983",71.3,
"BGR","LIFEEXP","TOT","YR","A","1984",71.4,
"BGR","LIFEEXP","TOT","YR","A","1985",71.1,
"BGR","LIFEEXP","TOT","YR","A","1986",71.5,
"BGR","LIFEEXP","TOT","YR","A","1987",71.3,
"BGR","LIFEEXP","TOT","YR","A","1988",71.4,
